"STATION","NAME","DATE","PRCP","SNOW","SNWD","TMAX","TMIN","TOBS","WT05"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-08-09","0.00","0.0","0.0","87","57",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-08-10","1.00","0.0","0.0","81","65",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-08-11","0.15","0.0","0.0","68","56",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-08-12","0.00","0.0","0.0","80","55",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-08-13","0.00","0.0","0.0","85","63",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-08-14","0.00","0.0","0.0","77","48",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-08-15","0.00","0.0","0.0","76","57",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-08-16","0.00","0.0","0.0","78","57",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-08-17","0.00","0.0","0.0","88","52",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-08-18","0.12","0.0","0.0","78","52",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-08-19","0.00","0.0","0.0","67","45",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-08-20","0.00","0.0","0.0","71","48",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-08-21","0.02","0.0","0.0","66","57",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-08-22","0.10","0.0","0.0","60","55",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-08-23","0.00","0.0","0.0","67","56",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-08-24","0.12","0.0","0.0","79","63",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-08-25","0.02","0.0","0.0","88","71",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-08-26","0.81","0.0","0.0","93","60",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-08-27","0.00","0.0","0.0","74","55",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-08-28","0.00","0.0","0.0","77","54",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-08-29","0.00","0.0","0.0","83","55",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-08-30","0.00","0.0","0.0","87","63",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-08-31","0.00","0.0","0.0","76","55",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-09-01","0.00","0.0","0.0","72","47",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-09-02","0.00","0.0","0.0","70","39",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-09-03","0.00","0.0","0.0","80","47",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-09-04","0.00","0.0","0.0","83","51",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-09-05","0.00","0.0","0.0","75","52",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-09-06","0.00","0.0","0.0","76","54",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-09-07","0.00","0.0","0.0","87","65",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-09-08","0.00","0.0","0.0","92","69",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-09-09","1.50","0.0","0.0","86","64",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-09-10","1.19","0.0","0.0","69","62",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-09-11","0.01","0.0","0.0","69","56",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-09-12","0.02","0.0","0.0","73","50",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-09-13","0.00","0.0","0.0","67","44",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-09-14","0.00","0.0","0.0","71","48",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-09-15","0.47","0.0","0.0","71","51",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-09-16","0.00","0.0","0.0","60","41",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-09-17","0.00","0.0","0.0","60","37",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-09-18","0.00","0.0","0.0","65","40",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-09-19","0.00","0.0","0.0","70","45",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-09-20","0.00","0.0","0.0","76","51",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-09-21","0.00","0.0","0.0","78","53",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-09-22","0.00","0.0","0.0","81","57",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-09-23","0.00","0.0","0.0","84","43",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-09-24","0.00","0.0","0.0","70","40",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-09-25","0.00","0.0","0.0","81","45",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-09-26","0.00","0.0","0.0","88","61",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-09-27","0.28","0.0","0.0","85","64",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-09-28","0.44","0.0","0.0","79","54",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-09-29","0.33","0.0","0.0","65","53",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-09-30","0.00","0.0","0.0","65","42",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-10-01","0.00","0.0","0.0","70","46",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-10-02","0.00","0.0","0.0","72","55",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-10-03","0.00","0.0","0.0","65","57",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-10-04","0.00","0.0","0.0","76","55",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-10-05","0.00","0.0","0.0","78","54",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-10-06","0.00","0.0","0.0","84","57",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-10-07","0.11","0.0","0.0","83","62",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-10-08","0.01","0.0","0.0","65","56",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-10-09","0.00","0.0","0.0","83","61",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-10-10","0.25","0.0","0.0","80","51",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-10-11","0.01","0.0","0.0","72","49",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-10-12","0.87","0.0","0.0","51","44",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-10-13","0.01","0.0","0.0","48","33",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-10-14","0.02","0.0","0.0","57","36",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-10-15","0.03","0.0","0.0","52","45",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-10-16","0.00","0.0","0.0","56","40",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-10-17","0.07","0.0","0.0","62","41",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-10-18","0.01","0.0","0.0","73","53",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-10-19","0.00","0.0","0.0","72","53",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-10-20","0.52","0.0","0.0","71","57",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-10-21","0.02","0.0","0.0","62","41",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-10-22","0.00","0.0","0.0","75","47",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-10-23","0.31","0.0","0.0","78","55",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-10-24","0.70","0.0","0.0","67","47",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-10-25","0.00","0.0","0.0","57","35",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-10-26","0.00","0.0","0.0","60","35",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-10-27","0.34","0.0","0.0","57","44",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-10-28","0.10","0.0","0.0","63","40",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-10-29","0.00","0.0","0.0","48","27",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-10-30","0.00","0.0","0.0","50","29",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-10-31","0.00","0.0","0.0","61","31",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-11-01","0.05","0.0","0.0","67","45",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-11-02","0.00","0.0","0.0","55","29",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-11-03","0.00","0.0","0.0","56","24",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-11-04","0.01","0.0","0.0","51","24",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-11-05","0.00","0.0","0.0","50","31",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-11-06","0.25","0.0","0.0","52","36",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-11-07","0.01","0.0","0.0","46","36",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-11-08","0.00","0.0","0.0","40","21",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-11-09","0.00","0.0","0.0","41","28",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-11-10","0.04","0.0","0.0","41","32",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-11-11","0.00","0.0","0.0","39","20",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-11-12","0.01","0.0","0.0","46","22",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-11-13","0.05","0.0","0.0","51","38",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-11-14","0.00","0.0","0.0","54","33",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-11-15","0.89","0.0","0.0","58","38",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-11-16","0.92","0.7","1.0","45","32",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-11-17","0.00","0.0","0.0","34","29",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-11-18","0.00","0.0","0.0","36","29",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-11-19","0.09","0.5","1.0","40","28",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-11-20","0.34","0.0","0.0","40","32",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-11-21","0.00","0.0","0.0","48","39",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-11-22","0.03","0.0","0.0","64","38",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-11-23","0.03","0.0","0.0","41","23",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-11-24","0.00","0.0","0.0","29","16",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-11-25","0.00","0.0","0.0","33","18",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-11-26","0.19","0.0","0.0","45","29",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-11-27","1.23","0.0","0.0","48","37",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-11-28","0.01","0.0","0.0","44","28",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-11-29","0.00","0.0","0.0","38","28",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-11-30","0.00","0.0","0.0","50","19",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-12-01","0.01","0.1","0.0","40","22",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-12-02","0.24","4.2","5.0","22","14",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-12-03","0.47","0.0","3.0","40","18",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-12-04","0.09","2.3","4.0","39","20",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-12-05","0.01","0.4","4.0","26","18",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-12-06","0.05","1.4","6.0","23","6",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-12-07","0.00","0.0","6.0","27","11",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-12-08","0.00","0.0","4.0","33","22",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-12-09","0.00","0.0","4.0","34","16",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-12-10","0.14","0.0","4.0","31","25",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-12-11","0.00","0.0","3.0","31","24",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-12-12","0.73","0.9","1.0","41","24",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-12-13","0.00","0.0","1.0","35","27",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-12-14","0.35","4.5","5.0","36","27",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-12-15","0.01","0.1","5.0","35","8",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-12-16","0.40","1.5","6.0","28","10",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-12-17","0.23","2.3","7.0","33","16",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-12-18","0.00","0.0","7.0","26","19",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-12-19","0.00","0.0","6.0","36","20",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-12-20","0.00","0.0","6.0","35","30",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-12-21","0.00","0.0","6.0","34","14",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-12-22","0.00","0.0","6.0","35","16",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-12-23","0.00","0.0","4.0","44","33",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-12-24","0.54","0.0","0.0","55","29",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-12-25","0.00","0.0","0.0","33","30",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-12-26","0.00","0.0","0.0","33","22",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-12-27","0.00","0.0","0.0","41","22",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-12-28","0.04","0.0","0.0","40","30",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-12-29","0.08","0.0","0.0","43","30",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-12-30","0.00","0.0","0.0","43","31",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2007-12-31","0.24","3.6","4.0","35","29",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2008-01-01","0.02","0.6","4.0","34","25",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2008-01-02","0.09","2.4","5.0","39","16",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2008-01-03","0.04","1.1","6.0","16","1",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2008-01-04","0.00","0.2","5.0","15","1",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2008-01-05","0.00","0.0","5.0","29","14",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2008-01-06","0.11","0.0","3.0","38","21",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2008-01-07","0.00","0.0","0.0","49","37",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2008-01-08","0.00","0.0","0.0","63","48",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2008-01-09","0.00","0.0","0.0","66","55",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2008-01-10","0.00","0.0","0.0","56","26",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2008-01-11","0.11","0.0","0.0","42","26",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2008-01-12","0.10","0.0","0.0","48","36",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2008-01-13","0.00","0.0","0.0","40","23",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2008-01-14","0.02","0.0","0.0","40","25",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2008-01-15","0.11","0.5","1.0","36","27",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2008-01-16","0.11","1.7","2.0","29","24",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2008-01-17","0.00","0.0","2.0","29","17",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2008-01-18","0.01","0.2","2.0","35","24",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2008-01-19","0.00","0.0","2.0","37","11",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2008-01-20","0.00","0.0","0.0","30","8",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2008-01-21","0.00","0.0","0.0","17","7",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2008-01-22","0.00","0.0","0.0","22","7",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2008-01-23","0.00","0.0","0.0","32","13",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2008-01-24","0.00","0.0","0.0","25","16",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2008-01-25","0.00","0.0","0.0","25","15",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2008-01-26","0.00","0.0","0.0","28","11",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2008-01-27","0.00","0.2","0.0","25","16",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2008-01-28","0.00","0.0","0.0","29","22",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2008-01-29","0.00","0.0","0.0","33","20",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2008-01-30","0.12","0.0","0.0","43","31",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2008-01-31","0.00","0.0","0.0","41","15",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2008-03-01","0.07","1.8","7.0","31","-5",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2008-03-02","0.03","0.8","7.0","34","18",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2008-03-03","0.02","0.0","7.0","39","22",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2008-03-04","0.24","0.4","0.0","56","32",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2008-03-05","1.18","1.1","2.0","32","29",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2008-03-06","0.05","0.0","2.0","33","18",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2008-03-07","0.00","0.0","0.0","42","22",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2008-03-08","0.68","1.5","2.0","46","27",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2008-03-09","1.04","0.4","2.0","31","18",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2008-03-10","0.00","0.0","2.0","28","14",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2008-03-11","0.00","0.0","0.0","30","16",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2008-03-12","0.03","0.6","1.0","39","20",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2008-03-13","0.02","0.0","0.0","34","15",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2008-03-14","0.00","0.0","0.0","47","18",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2008-03-15","0.34","0.0","0.0","46","31",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2008-03-16","0.00","0.0","0.0","47","30",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2008-03-17","0.02","0.0","0.0","32","20",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2008-03-18","0.00","0.0","0.0","35","19",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2008-03-19","0.11","0.0","0.0","44","30",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2008-03-20","0.75","0.0","0.0","45","32",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2008-03-21","0.04","0.2","0.0","36","22",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2008-03-22","0.00","0.0","0.0","33","21",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2008-03-23","0.00","0.0","0.0","34","18",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2008-03-24","0.00","0.0","0.0","35","16",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2008-03-25","0.00","0.0","0.0","36","14",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2008-03-26","0.02","0.0","0.0","45","18",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2008-03-27","0.00","0.0","0.0","49","26",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2008-03-28","0.69","3.0","3.0","43","31",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2008-03-29","0.03","0.2","3.0","33","20",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2008-03-30","0.00","0.0","3.0","30","11",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2008-03-31","0.02","0.0","1.0","47","15",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2008-04-01","0.28","0.0","0.0","55","36",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2008-04-02","0.05","0.0","0.0","69","28",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2008-04-03","0.00","0.0","0.0","38","19",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2008-04-04","0.11","0.0","0.0","52","22",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2008-04-05","0.19","0.0","0.0","46","34",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2008-04-06","0.00","0.0","0.0","50","29",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2008-04-07","0.00","0.0","0.0","59","31",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2008-04-08","0.00","0.0","0.0","53","38",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2008-04-09","0.00","0.0","0.0","63","43",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2008-04-10","0.00","0.0","0.0","65","37",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2008-04-11","0.12","0.0","0.0","53","40",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2008-04-12","0.07","0.0","0.0","60","41",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2008-04-13","0.02","0.0","0.0","63","34",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2008-04-14","0.04","0.0","0.0","42","33",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2008-04-15","0.00","0.0","0.0","47","24",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2008-04-16","0.00","0.0","0.0","53","28",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2008-04-17","0.00","0.0","0.0","67","35",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2008-04-18","0.00","0.0","0.0","78","38",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2008-04-19","0.00","0.0","0.0","78","41",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2008-04-20","0.00","0.0","0.0","85","55",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2008-04-21","0.00","0.0","0.0","74","50",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2008-04-22","0.00","0.0","0.0","75","41",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2008-04-23","0.00","0.0","0.0","77","49",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2008-04-24","0.00","0.0","0.0","74","37",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2008-04-25","0.00","0.0","0.0","66","35",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2008-04-26","0.00","0.0","0.0","77","46",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2008-04-27","1.35","0.0","0.0","80","46",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2008-04-28","0.04","0.0","0.0","68","48",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2008-04-29","0.26","0.0","0.0","52","37",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2008-04-30","0.05","0.0","0.0","48","31",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2008-05-01","0.00","0.0","0.0","48","26",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2008-05-02","0.05","0.0","0.0","58","37",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2008-05-03","0.02","0.0","0.0","63","51",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2008-05-04","0.32","0.0","0.0","66","50",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2008-05-05","0.00","0.0","0.0","59","32",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2008-05-06","0.00","0.0","0.0","68","41",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2008-05-07","0.00","0.0","0.0","65","37",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2008-05-08","0.10","0.0","0.0","76","47",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2008-05-09","0.00","0.0","0.0","59","36",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2008-05-10","0.00","0.0","0.0","60","35",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2008-05-11","0.00","0.0","0.0","62","32",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2008-05-12","0.00","0.0","0.0","65","45",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2008-05-13","0.00","0.0","0.0","60","33",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2008-05-14","0.00","0.0","0.0","68","35",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2008-05-15","0.12","0.0","0.0","75","48",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2008-05-16","0.01","0.0","0.0","61","45",,
